objectname,rating,numplays,objectid,itemtype,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
The Red Dragon Inn: Gambling? I'm In!,0,,46530,standalone,0,1,0,0,0,0,0,0,0,1,,,,,,9849432,5.56707,6.21241,2,9407,1302,thing,The Red Dragon Inn: Gambling? I'm In!,2,10,5,5,5,2010,"3,4,5,6","4,5",12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Kickstarter Drink Cards,0,,151708,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21570756,5.55796,7.66638,1.5,0,333,thing,The Red Dragon Inn: Kickstarter Drink Cards,2,4,60,60,60,2013,,,,,,,,,,,,,,,,,,,,,,,,
Res Arcana,8.5,7,262712,standalone,0,1,0,0,0,1,0,0,0,2,,Was really excited for a new design from Tom and this one is definitely different. Not trying to build all your cards made our heads spin. There's a lot more depth here that I would like to explore. I am not very good at it yet but I want to keep playing to get better.,,,,56047375,7.46676,7.7267,2.6196,124,23061,thing,Res Arcana,2,4,60,60,30,2019,"2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Res Arcana: Lux et Tenebrae,0,,288168,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,90614521,6.92227,8.24347,2.7812,0,8455,thing,Res Arcana: Lux et Tenebrae,2,5,60,60,30,2019,"2,3,4,5",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Res Arcana: Perlae Imperii,0,,340375,expansion,0,1,0,0,0,0,0,0,0,3,,Looking forward to trying this out at some point,,,,90614517,6.30054,8.37231,2.7333,0,4461,thing,Res Arcana: Perlae Imperii,2,5,60,60,20,2021,"2,3,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Resident Evil 3: The Board Game,0,,306637,standalone,0,1,0,0,0,0,0,0,0,3,,Kickstarted it!,,,,90477751,5.70196,8.13203,2.2,5153,887,thing,Resident Evil 3: The Board Game,1,4,90,90,60,2021,"1,2,3","1,2",,,,,,,,,,,,,,,,,,,,,,
Resident Evil 3: The Board Game – The Last Escape,0,,341950,expansion,0,1,0,0,0,0,0,0,0,3,,Came with my Kickstarter pledge,,,,90477778,0,7.80167,0,0,309,thing,Resident Evil 3: The Board Game – The Last Escape,1,4,120,120,90,2021,,,,,,,,,,,,,,,,,,,,,,,,
The Resistance,0,,41114,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,14672520,7.11576,7.24898,1.6022,321,60009,thing,The Resistance,5,10,30,30,30,2009,"5,6,7,8,9,10",7,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Return to Dark Tower,0,,256680,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,92459266,6.97195,8.44272,2.6615,446,4749,thing,Return to Dark Tower,1,4,120,120,100,2022,"1,2,3,4",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Rex: Final Days of an Empire,0,,104363,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,19254141,6.58041,7.07099,3.2829,968,7499,thing,Rex: Final Days of an Empire,3,6,180,180,120,2012,"4,5,6",6,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Risk: The Lord of the Rings,4,2,4324,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,9849391,5.73815,5.90859,2.2703,4665,9892,thing,Risk: The Lord of the Rings,2,4,120,120,120,2002,"2,3,4",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Risk: The Lord of the Rings Trilogy Edition,4,,8107,standalone,0,1,0,0,0,0,0,0,0,4,,,,,,9849393,6.08607,6.53282,2.356,2249,8058,thing,Risk: The Lord of the Rings Trilogy Edition,2,4,180,180,180,2003,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Robo Force,5,,5397,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,17861759,0,4.66667,0,0,15,thing,Robo Force,2,4,30,30,30,1984,,,,,,,,,,,,,,,,,,,,,,,,
Robot Turtles,6,2,147370,standalone,0,1,0,0,0,0,0,0,0,3,,On loan from the W. Cravens collection,,,,67325668,5.68534,5.97352,1.3514,5410,3585,thing,Robot Turtles,2,5,15,15,15,2013,"2,3,4","3,4",4–10,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Rolling Seas,7.7,2,307365,standalone,0,1,0,0,0,0,0,0,0,3,,"My cousin is friends with the designer and he sent me a copy.

I hadn't really played a ""roll and write"" style game before and this was a good introduction. I like rolling for the wind and the adventure. There's a lot of depth here that would be fun to explore more.",,,,84366247,0,7.37059,3,0,57,thing,Rolling Seas,1,6,60,60,30,2019,,,,,,,,,,,,,,,2021-06-16,,,,,,,,,
Rook,6,,1260,standalone,0,1,0,0,0,0,0,0,0,3,,Mel convinced me that I liked this. I derided it at first but came to appreciate its abstract beauty. I'd still play it.,,,,14779710,6.01294,6.41623,1.8703,2576,8385,thing,Rook,2,6,45,45,45,1906,"2,3,4,6",4,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Root,7,2,237182,standalone,0,0,0,0,0,0,0,0,1,5,,,,,,91833737,7.89439,8.09412,3.7488,28,57099,thing,Root,2,4,90,90,60,2018,"3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Runebound (Third Edition),0,,181530,standalone,0,0,0,0,0,0,0,0,1,3,,,,,,38353913,6.91128,7.47505,2.6952,511,9621,thing,Runebound (Third Edition),2,4,180,180,120,2015,"1,2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Runewars,0,,59294,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,15616749,7.16611,7.62574,3.7903,278,10487,thing,Runewars,2,4,240,240,180,2010,"2,3,4",4,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Sagrada,7.4,11,199561,standalone,0,1,0,0,0,0,0,0,0,3,,Got it for Christmas 2021,,,,89090641,7.35508,7.5024,1.9206,171,53239,thing,Sagrada,1,4,45,45,30,2017,"1,2,3,4",2,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Sagrada: 5-6 Player Expansion,0,,244262,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,90404045,6.77568,7.71942,2,0,12146,thing,Sagrada: 5-6 Player Expansion,5,6,40,40,20,2018,"2,3,4,5","2,3",10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Scattergories,2.5,,2381,standalone,0,1,0,0,0,0,0,0,0,3,,For when you want to have arguments with your friends and family,,,,14779704,6.03926,6.23069,1.3714,2452,18568,thing,Scattergories,2,6,30,30,30,1988,"2,3,4,5,6","4,5,6",10+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Scoville,7,6,145659,standalone,0,1,0,0,0,0,0,0,0,3,,Kickstarted!,,,,22390626,6.70379,7.14145,2.7861,769,7438,thing,Scoville,2,6,90,90,60,2014,"2,3,4,5",4,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Scrabble Junior,0,2,2318,standalone,0,1,0,0,0,0,0,0,0,3,,Ali got this from Grammy for Christmas,,,,77593780,5.28922,4.72019,1.3902,22842,2112,thing,Scrabble Junior,2,4,30,30,30,1958,"2,3,4",4,5–10,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Scythe,6,2,169786,standalone,0,0,0,0,0,0,0,0,1,5,,,,,,94863104,8.04469,8.19853,3.4314,16,94381,thing,Scythe,1,5,115,115,90,2016,"1,2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Sedition Wars: Battle for Alabaster,0,,125326,standalone,0,1,0,0,0,0,0,0,0,1,,,,,,24592975,5.49909,5.62724,3,19101,1605,thing,Sedition Wars: Battle for Alabaster,2,2,60,60,60,2013,2,2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Sequence,6,,2375,standalone,0,1,0,0,0,0,0,0,0,3,,For when you'd rather drink than think,,,,14779717,5.89951,6.07517,1.3277,3214,18849,thing,Sequence,2,12,30,30,10,1982,"2,3,4,6","3,4",6+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Set a Watch,0,4,228855,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,96621103,6.51594,7.27938,2.3871,1090,6244,thing,Set a Watch,1,4,80,80,45,2019,"1,2,3,4",1,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Set a Watch: Outriders Expansion,0,,322601,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,97277454,5.60614,7.57701,2.5,0,1135,thing,Set a Watch: Outriders Expansion,1,4,75,75,60,2021,1,1,,,,,,,,,,,,,,,,,,,,,,
Shadowrift,0,,112092,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18514970,6.15843,7.20879,2.7059,1985,2349,thing,Shadowrift,1,6,120,120,45,2012,"1,2,3,4,5,6",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Shadowrun: Crossfire,0,,135382,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,97395512,6.54738,7.1362,2.8239,1028,5719,thing,Shadowrun: Crossfire,1,4,60,60,30,2014,"1,2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Shadows over Camelot,6.5,2,15062,standalone,0,1,0,0,0,1,0,0,0,3,,On loan from the Chrispy Collection. First play was disastrous and discouraging. Second play was encouraging but very close. Wouldn't mind playing more - enough to master it and feel like including a traitor would actually be fun.,,,,18804456,6.95955,7.10789,2.5667,456,32887,thing,Shadows over Camelot,3,7,80,80,60,2005,"4,5,6,7","5,6,7",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Sleeping Gods,0,,255984,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,91246328,7.58461,8.43787,3.1937,85,12289,thing,Sleeping Gods,1,4,1200,1200,60,2021,"1,2,3",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Sleeping Gods: Distant Skies,0,,358320,standalone,0,0,0,0,0,0,0,1,0,3,,Backed on GameFound,,,,93301164,0,9.04104,0,0,180,thing,Sleeping Gods: Distant Skies,1,4,600,600,60,2023,,,,,,,,,,,,,,,,,,,,,,,,
Sleeping Gods: Distant Skies (Gamefound Edition),0,,361284,standalone,0,0,0,0,0,0,0,1,0,3,,Backed it on Gamefound!,,,,93759627,0,8.5,0,0,38,thing,Sleeping Gods: Distant Skies (Gamefound Edition),1,4,600,600,60,2023,,,,,,,,,,,,,,,,,,,,,,,,
Sleeping Gods: Primeval Peril,0,,319223,standalone,0,0,0,0,0,0,0,1,0,3,,Included in GameFound pledge along with Distant Skies,,,,93301151,5.56054,7.64068,3,9845,296,thing,Sleeping Gods: Primeval Peril,1,2,240,240,120,2020,"1,2","1,2",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Sleeping Gods: Tides of Ruin,0,,283766,expansion,0,0,0,0,0,0,0,1,0,3,,Included in GameFound pledge along with Distant Skies,,,,93301154,6.02487,8.71012,3.3333,0,4576,thing,Sleeping Gods: Tides of Ruin,1,4,1200,1200,60,2021,"1,2,3",2,,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Sleeping Queens,5.5,20,17053,standalone,0,1,0,0,0,0,0,0,0,3,,"It's a kid's game, get that. It's cute, but not that interesting.",,,,14672505,6.09034,6.46813,1.0581,2225,8950,thing,Sleeping Queens,2,5,20,20,20,2005,"2,3,4,5","4,5",5+,No necessary in-game text,,,,,,,,,,,,,,,,,Gamewright,English,2005,English-only first edition
Sleeping Queens: 10th Anniversary Edition,0,20,17053,standalone,0,1,0,0,0,0,0,0,0,3,,Ali loves this game of course,,,,91311623,6.09034,6.46813,1.0581,2225,8950,thing,Sleeping Queens,2,5,20,20,20,2015,"2,3,4,5","4,5",5+,No necessary in-game text,,,,,,,,,,,,,,,,,Gamewright,English; Spanish,2015,English/Spanish edition
Small World,0,,40692,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18484074,7.13621,7.23207,2.353,301,89603,thing,Small World,2,5,80,80,40,2009,"2,3,4,5",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Solenia,0,,254018,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,90488541,6.39091,7.08578,2.1646,1317,3779,thing,Solenia,1,4,45,45,30,2018,"1,2,3,4",3,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Song of Blades and Heroes: Revised Edition,6.6,1,30804,standalone,0,1,0,0,0,1,0,0,0,3,,Got the PDF and printed copy from the publisher's web site.,,,,23058682,5.86014,7.77313,2.2195,3482,786,thing,Song of Blades and Heroes: Revised Edition,2,6,120,120,30,2007,"2,3,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Sorry!,2,,2407,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847996,4.6583,4.52301,1.1547,22926,10792,thing,Sorry!,2,4,30,30,30,1929,"2,3,4",4,4+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Space Cadets,0,,123096,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18520251,6.18378,6.56539,2.7399,1895,5959,thing,Space Cadets,3,6,120,120,60,2012,"3,4,5,6",5,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Space Hulk,8.8,5,2163,standalone,0,1,0,0,0,1,0,0,0,3,,"Scored a well-worn copy off of eBay! I almost literally can't get enough of this game. My mind is retroactively blown by this game. I love the Warhammer 40k universe, and this is a really cool skirmish game set in that universe. Feels ripe for expansion.",,,,19136287,6.75586,7.48125,2.5031,689,3999,thing,Space Hulk,2,2,45,45,45,1989,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Space Hulk (Second Edition),0,,63091,standalone,0,1,0,0,0,0,0,0,0,3,,Bid on a well-worn and well-loved copy off of eBay. The seller even sent me a message about how much he used to enjoy playing the game. The miniatures are all nicely painted already too.,,,,19351588,5.96313,7.47086,2.6857,2826,1055,thing,Space Hulk (Second Edition),2,2,90,90,90,1996,2,2,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Space Hulk (Third Edition),0,,54625,standalone,0,1,0,0,0,1,0,0,0,3,,"Watched so many eBay auctions sail out of my price range. Finally caught one - a new, factory-sealed copy!",,,,19266577,7.04296,7.53054,2.7817,383,9843,thing,Space Hulk (Third Edition),2,2,60,60,60,2009,2,2,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Space Hulk Campaigns,0,,15401,expansion,0,1,0,0,0,0,0,0,0,2,,,,,,19087290,5.76158,7.62663,2.6786,0,655,thing,Space Hulk Campaigns,2,4,45,45,45,1991,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Space Hulk: Death Angel – The Card Game,7,15,71721,standalone,0,1,0,0,0,0,0,0,0,3,,Great solo game or with a couple others. Nicely challenging cooperative game.,,,,19169110,6.76846,7.00014,2.4201,668,22435,thing,Space Hulk: Death Angel – The Card Game,1,6,60,60,30,2010,"1,2,3,4,5",1,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Space Hulk: Death Angel – The Card Game: Deathwing Space Marine Pack,0,,120965,expansion,0,1,0,0,0,1,0,0,0,3,,,,,,19785010,5.98325,7.42996,2.3667,0,2980,thing,Space Hulk: Death Angel – The Card Game: Deathwing Space Marine Pack,1,6,30,30,30,2012,"1,2,3",1,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Space Hulk: Death Angel – The Card Game: Mission Pack 1,0,,94964,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,19670319,6.16817,7.38459,2.1463,0,4479,thing,Space Hulk: Death Angel – The Card Game: Mission Pack 1,1,6,30,30,30,2011,"1,2,3,4,5,6","1,3",8+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Space Hulk: Death Angel – The Card Game: Space Marine Pack 1,0,,94963,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,19855075,6.19417,7.39948,2.1463,0,4344,thing,Space Hulk: Death Angel – The Card Game: Space Marine Pack 1,1,6,30,30,30,2011,"1,2,3,4,5,6",1,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Space Hulk: Deathwing Expansion,0,,13315,expansion,0,1,0,0,0,0,0,0,0,3,,"eBay'ed a copy with all of the important stuff (no minis, but no big loss there).",,,Missing some tiles and figures,19717450,6.09797,7.95191,2.6964,0,1409,thing,Space Hulk: Deathwing Expansion,1,4,45,45,45,1990,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Space Marine Assault,0,,25750,standalone,0,0,0,0,0,0,0,0,0,3,,,,Some Space Marine and Genestealers on sprues,,19183006,0,5.66667,0,0,22,thing,Space Marine Assault,1,2,15,15,15,2003,,,,,,,,,,,,,,,,,,,,,,,,
Specter Ops,0,,155624,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,89948205,6.79505,7.20642,2.3851,634,9363,thing,Specter Ops,2,5,120,120,60,2015,"2,3,4,5",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Splendor,8.3,26,148228,standalone,0,1,0,0,0,0,0,0,0,1,,,,,,74495217,7.31506,7.43291,1.7865,192,99465,thing,Splendor,2,4,30,30,30,2014,"2,3,4",3,8+,No necessary in-game text,,,,,,,,,,,2020-09-23,Amazon,,,,,,,,
Splendor: Cities of Splendor,0,,220653,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,74495219,6.74011,7.38311,2.1739,0,14001,thing,Splendor: Cities of Splendor,2,4,30,30,30,2017,"2,3,4",3,8+,No necessary in-game text,,,,,,,,,,,2020-09-23,Amazon,,,,,,,,
Spot it!,5,,63268,standalone,0,1,0,0,0,0,0,0,0,1,,Fun to play with the kids. Ali is really good,,,,49569532,6.41642,6.58568,1.027,1271,31081,thing,Spot it!,2,8,15,15,15,2009,"2,3,4,5,6,7,8","4,5",4+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Star Eagles,6.6,2,222952,standalone,0,1,0,0,0,0,0,0,0,1,,"Did a kickstarter to get a physical copy of the rule book and some token things. Had fun drawing up some ships and scenery on cardboard and playing on a regular old wooden table while on vacation with the kids.
",,,,58264745,0,5.76667,0,0,31,thing,Star Eagles,2,8,120,120,45,2017,,,,,,,,,,,,,,,,,,,,,,,,
Star Realms,7.9,55,147020,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,36850465,7.43193,7.57185,1.9345,136,59453,thing,Star Realms,2,2,20,20,20,2014,2,2,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Star Saga,0,,209696,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,89511121,5.7488,7.5535,2.7778,4514,1321,thing,Star Saga,1,5,120,120,60,2017,"1,2,3,4,5",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Star Trek: Expeditions,0,,79131,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,14768451,5.92609,6.46538,2.4016,3035,2754,thing,Star Trek: Expeditions,1,4,60,60,60,2011,"1,2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Star Trek: Fleet Captains,0,,79127,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,14768476,6.7314,7.49397,3.0565,719,5121,thing,Star Trek: Fleet Captains,2,4,120,120,90,2011,"2,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Star Wars: Empire vs. Rebellion,5.5,3,160964,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,51407992,5.87658,6.28587,1.7442,3350,4608,thing,Star Wars: Empire vs. Rebellion,2,2,60,60,60,2014,2,2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Star Wars: Imperial Assault,0,1,164153,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,25750758,7.70442,7.98661,3.3032,55,38839,thing,Star Wars: Imperial Assault,1,5,120,120,60,2014,"2,3,4,5","2,5",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Star Wars: Jabba's Palace – A Love Letter Game,7.5,3,353470,standalone,0,1,0,0,0,0,0,0,0,3,,"Bought from Game Nerdz, excited to try it with the kids since they like regular Love Letter so much. It looks like this one has simplified a few of the rules, which is great so my kids won't have to remember and recognize specific situations.",,,,93703646,6.10684,7.36275,1.6429,2169,3044,thing,Star Wars: Jabba's Palace – A Love Letter Game,2,6,20,20,20,2022,"2,3,4,5,6","4,5",8+,,,,,,,,,,,,,,,,,,,,,
Star Wars: Outer Rim – Unfinished Business,0,,347102,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,96075066,6.18548,8.67811,2.7778,0,3099,thing,Star Wars: Outer Rim – Unfinished Business,1,4,180,180,120,2022,"1,2,3,4",3,10+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Star Wars: Rebellion,8,2,187645,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,37376333,8.16907,8.42029,3.7343,8,42508,thing,Star Wars: Rebellion,2,4,240,240,180,2016,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,2016-10-08,,,,,,,,,
Star Wars: Rebellion – Rise of the Empire,0,,226840,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,93098397,7.6538,8.8457,3.6154,0,14303,thing,Star Wars: Rebellion – Rise of the Empire,2,4,240,240,180,2017,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Stratego,6,,1917,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,19351950,5.98039,6.11176,1.847,2733,26321,thing,Stratego,2,2,45,45,45,1992,2,2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,Jumbo,Danish; Dutch; English; French; German; Italian; Spanish; Swedish,1992,Jumbo travel edition 1992
Struggle for Catan,5,6,91534,standalone,0,0,0,0,0,0,1,0,0,3,,"Interesting little card game translation of Catan. The best thing about it is that it ends pretty quickly, and the second-best thing is that you don't roll any dice. Also, there's no arguing and sheep. Doesn't play very well with two, but three or four is somewhat interesting. The University is clearly the best card though.",,,,15522801,5.84965,6.13965,1.6667,3561,6746,thing,Struggle for Catan,2,4,30,30,30,2011,"2,3,4",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Subastral,0,,333055,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,93510104,5.93485,7.3579,1.625,2983,1212,thing,Subastral,2,5,30,30,15,2021,"2,3,4,5",3,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Sushi Go Party!,7,3,192291,standalone,0,1,0,0,0,0,0,0,0,1,,"Adds nice variety over the base game, though I don't need extra setup ",,,,48153573,7.2686,7.42968,1.3018,222,51213,thing,Sushi Go Party!,2,8,20,20,20,2016,"2,3,4,5,6,7,8","4,5",8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Sushi Go!,8,21,133473,standalone,0,1,0,0,0,0,0,0,0,3,,"Very much enjoy the ""7 Wonders Light"" aspect, especially that you can just shuffle the deck and go. Minimal accounting and simple rules make this a favorite for teaching to new players.",,,,38862555,6.91838,7.02926,1.1607,503,70719,thing,Sushi Go!,2,5,15,15,15,2013,"3,4,5",4,6+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Sword & Sorcery,0,,170771,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,93634776,7.05014,7.95945,4.0752,375,9283,thing,Sword & Sorcery,1,5,90,90,60,2017,"1,2,3,4",1,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Table Golf Association,0,,356954,standalone,0,0,0,0,0,0,0,1,0,1,,,,,,93759466,0,8.875,2,0,16,thing,Table Golf Association,1,8,120,120,30,2022,,,,,,,,,,,,,,,,,,,,,,,,
The Table Is Lava,7,8,260298,standalone,0,1,0,0,0,0,0,0,0,3,,"Bought from Game Nerdz, essentially to fill up my cart",,,,93703596,5.63836,6.24775,1,6404,753,thing,The Table Is Lava,2,4,20,20,20,2018,"2,3,4","3,4",5+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Tainted Grail: The Fall of Avalon,0,,264220,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,92142372,7.589,8.19665,3.3016,84,19603,thing,Tainted Grail: The Fall of Avalon,1,4,120,120,60,2019,"1,2,3","1,2",14+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Takenoko,0,,70919,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,91073367,7.11599,7.24465,1.976,320,61999,thing,Takenoko,2,4,45,45,45,2011,"2,3,4",3,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Talisman,0,,714,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18165074,6.02761,6.3637,2.1816,2500,7129,thing,Talisman,2,6,240,240,240,1983,"2,3,4,5","3,4",10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Tannhäuser,8,4,25261,standalone,0,1,0,0,0,1,0,0,0,2,,"Have had a lot of fun each time I've played it. Very cool theme, very cool maps (supported by the innovative path system), and fun combat. Games usually go down to the wire and rarely involve a stalemate or foregone conclusion. ",,,,18219762,6.04875,6.47507,2.7309,2413,6009,thing,Tannhäuser,2,10,120,120,60,2007,2,2,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Tannhäuser Revised Edition Rulebook,8,,70221,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346333,5.82016,7.72617,2.6296,0,1105,thing,Tannhäuser Revised Edition Rulebook,2,10,60,60,60,2010,"2,3,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Asteros,0,,83166,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21435903,5.5693,7.30247,1.6,0,715,thing,Tannhäuser: Asteros,2,10,60,60,60,2010,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Daedalus,0,,40082,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,21435914,5.62899,7.47526,2.5714,0,960,thing,Tannhäuser: Daedalus,2,10,60,60,60,2011,2,2,,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Gorgeï,0,,31210,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346337,5.62596,7.23745,1.9286,0,1187,thing,Tannhäuser: Gorgeï,2,10,60,60,60,2008,,,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
